# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact
axle;60;1415206157;2133032;261986524;99.19;272876;240215716;90584316;33.10;153409764;99011196
axle;60;1415206217;622028;263497528;99.76;246708;241158784;91137044;33.30;153587604;100329064
axle;60;1415206277;713592;263405964;99.73;246756;241279224;90965268;33.24;161757292;92076996
axle;60;1415206337;565292;263554264;99.79;245828;240511028;91851884;33.56;162268680;91698048
axle;60;1415206397;555832;263563724;99.79;243440;240897036;91539532;33.45;162435088;91572856
axle;60;1415206457;2842140;261277416;98.92;243264;239605192;90539560;33.08;162486376;89239520
axle;60;1415206517;2622104;261497452;99.01;243420;239862340;90490140;33.06;162595480;89351328
axle;60;1415206577;2392448;261727108;99.09;243416;240088836;90536392;33.08;162859808;89317316
axle;60;1415206637;2707288;261412268;98.97;243180;239904092;90386576;33.03;163130260;88728104
axle;60;1415206697;2484120;261635436;99.06;243348;240168636;90336620;33.01;163209392;88851196
axle;60;1415206757;2245448;261874108;99.15;243440;240352212;90397568;33.03;163835456;88490608
axle;60;1415206817;1785884;262333672;99.32;243700;240601728;90641552;33.12;164451712;88330132
axle;60;1415206877;1847944;262271612;99.30;243588;240819144;90289108;32.99;164418904;88294776
